Id,Edad,Ingrediente_1,Ingrediente_2,Ingrediente_3,Sodio en mg,Gramos de aspartamo,Azucar Gramos,Gramos entre Azucar y otros endulcorantes,Densidad,pH,Litros de Cafeina,Grado de Colorante,Indice Satisfaccion
259,15.0,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,0.4,0.4,11.9,1
260,21.0,10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,0.68,0.68,9.3,0
261,29.0,6.7,0.21,0.42,9.1,0.049,31.0,150.0,0.9953,0.74,0.74,9.9,1
262,23.0,6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,0.34,0.34,13.2,1
263,17.0,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,0.49,0.49,10.7,0
264,20.0,7.1,0.39,0.3,9.9,0.037,29.0,124.0,0.99414,0.42,0.42,10.9,1
265,21.0,7.3,0.23,0.27,2.6,0.035,39.0,120.0,0.99138,0.59,0.59,11.3,1
266,18.0,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,0.74,0.74,9.6,0
267,25.0,7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,0.56,0.56,10.0,1
268,15.0,6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,0.63,0.63,10.9,1
269,25.0,6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,0.44,0.44,9.3,1
270,17.0,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,0.48,0.48,9.6,1
271,20.0,7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,0.5,0.5,10.8,0
272,12.0,7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,0.33,0.33,12.1,0
273,23.0,7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,0.55,0.55,9.9,0
274,26.0,6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,0.71,0.71,11.5,1
275,25.0,8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,0.61,0.61,10.7,0
276,23.0,6.5,0.28,0.38,7.8,0.031,54.0,216.0,0.99154,0.42,0.42,13.1,1
277,22.0,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.99542,0.44,0.44,9.5,1
278,17.0,6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,0.5,0.5,9.5,1
279,19.0,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,0.63,0.63,9.8,0
280,11.0,7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,0.43,0.43,12.2,1
281,17.0,8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,0.58,0.58,9.7,0
282,18.0,6.8,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,0.59,0.59,10.2,1
283,18.0,7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,0.38,0.38,12.0,1
284,22.0,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,0.46,0.46,9.75,0
285,17.0,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,0.36,0.36,8.7,0
286,16.0,6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,0.57,0.57,10.9,1
287,15.0,7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,0.37,0.37,11.5,1
288,27.0,7.8,0.2,0.28,10.2,0.054,78.0,186.0,0.997,0.46,0.46,10.0,1
289,11.0,8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,0.49,0.49,9.3,0
290,12.0,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,0.65,0.65,11.0,1
291,30.0,8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,0.31,0.31,10.3,0
292,24.0,6.6,0.32,0.33,2.5,0.052,40.0,210.0,0.99316,0.6,0.6,10.0,0
293,24.0,6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,0.31,0.31,12.4,1
294,27.0,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,0.74,0.74,11.9,1
295,30.0,8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,0.56,0.56,10.0,1
296,25.0,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,0.51,0.51,9.3,1
297,24.0,5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.9898,0.38,0.38,11.2,1
298,15.0,5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,0.46,0.46,8.9,1
299,27.0,6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,0.56,0.56,11.0,1
300,26.0,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,0.77,0.77,10.8,1
301,18.0,5.8,0.28,0.28,4.2,0.044,52.0,158.0,0.992,0.44,0.44,10.7,1
302,16.0,6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,0.44,0.44,8.8,0
303,30.0,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,0.81,0.81,9.6,1
304,10.0,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,0.86,0.86,12.0,1
305,21.0,7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,0.3,0.3,9.2,1
306,26.0,6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,0.39,0.39,10.6,0
307,10.0,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,0.59,0.59,11.5,1
308,14.0,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,0.3,0.3,10.3,1
309,18.0,6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,0.5,0.5,9.8,1
310,11.0,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,0.54,0.54,9.5,0
311,22.0,9.4,0.28,0.3,1.6,0.045,36.0,139.0,0.99534,0.49,0.49,9.3,0
312,22.0,7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,0.74,0.74,12.8,1
313,15.0,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,0.46,0.46,9.8,0
314,12.0,6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,0.43,0.43,11.5,1
315,21.0,8.0,0.34,0.25,6.4,0.035,38.0,103.0,0.99148,0.23,0.23,12.2,1
316,25.0,6.0,0.32,0.46,1.5,0.05,56.0,189.0,0.99308,0.49,0.49,9.6,0
317,28.0,7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,0.53,0.53,11.3,1
318,30.0,8.4,0.3,0.25,17.75,0.047,25.0,218.0,1.00016,0.66,0.66,9.1,0
319,14.0,6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.9899,0.48,0.48,12.7,1
320,23.0,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,0.83,0.83,11.1,1
321,17.0,7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,0.47,0.47,12.1,1
322,23.0,5.6,0.26,0.5,11.4,0.029,25.0,93.0,0.99428,0.49,0.49,10.5,1
323,14.0,7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,0.53,0.53,11.4,1
324,28.0,7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,0.58,0.58,12.2,1
325,12.0,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,0.64,0.64,10.7,1
326,27.0,5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,0.31,0.31,12.4,1
327,16.0,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,0.3,0.3,11.9,0
328,15.0,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,0.39,0.39,9.5,0
329,16.0,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,1.61,1.61,9.5,1
330,27.0,6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,0.5,0.5,10.8,1
331,30.0,6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,0.44,0.44,10.1,0
332,30.0,7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,0.45,0.45,11.2,0
333,15.0,6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,0.42,0.42,11.3,1
334,11.0,5.2,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,0.51,0.51,10.1,1
335,17.0,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,0.5,0.5,9.0,0
336,13.0,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,0.65,0.65,9.8,0
337,11.0,6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,0.5,0.5,11.4,1
338,10.0,7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,0.6,0.6,9.2,1
339,30.0,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,0.49,0.49,9.4,0
340,19.0,6.7,0.31,0.32,14.5,0.038,6.0,79.0,0.99412,0.34,0.34,12.5,0
341,23.0,6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,0.48,0.48,12.2,1
342,19.0,6.6,0.35,0.26,2.7,0.045,19.0,129.0,0.98952,0.48,0.48,13.0,1
343,13.0,6.3,0.4,0.32,10.6,0.049,38.0,209.0,0.9981,0.59,0.59,9.3,1
344,24.0,7.2,0.21,0.33,3.0,0.036,35.0,132.0,0.9928,0.4,0.4,11.0,1
345,10.0,7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,0.55,0.55,9.1,1
346,15.0,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,0.46,0.46,9.9,0
347,13.0,6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,0.47,0.47,10.0,0
348,17.0,6.2,0.29,0.32,3.6,0.026,39.0,138.0,0.9892,0.37,0.37,13.1,1
349,27.0,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,0.58,0.58,9.5,1
350,11.0,6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,0.41,0.41,9.5,0
351,11.0,7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,0.75,0.75,8.9,0
352,19.0,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,0.79,0.79,9.6,1
353,28.0,7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,0.4,0.4,11.9,1
354,26.0,6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.9944,0.52,0.52,9.7,1
355,14.0,6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,0.43,0.43,11.8,1
356,26.0,5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,0.94,0.94,12.4,1
357,17.0,5.7,0.21,0.32,1.6,0.03,33.0,122.0,0.99044,0.52,0.52,11.9,1
358,15.0,5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.99076,0.77,0.77,12.0,1
359,28.0,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,0.56,0.56,9.2,0
360,29.0,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,0.66,0.66,10.5,1
361,17.0,6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.9959,0.47,0.47,9.0,0
362,22.0,7.8,0.32,0.33,2.4,0.037,18.0,101.0,0.9912,0.65,0.65,11.7,1
363,26.0,7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,0.51,0.51,9.8,1
364,23.0,5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,0.85,0.85,11.7,1
365,30.0,8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,1.2,1.2,10.3,0
366,27.0,6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,0.36,0.36,12.5,1
367,28.0,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,0.59,0.59,9.5,1
368,23.0,5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,0.5,0.5,11.6,1
369,22.0,6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,0.47,0.47,9.2,0
370,12.0,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.99662,0.45,0.45,8.8,0
371,22.0,6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,0.69,0.69,11.0,1
372,12.0,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,0.46,0.46,10.0,0
373,20.0,10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,0.76,0.76,10.8,1
374,29.0,7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,0.64,0.64,9.8,0
375,10.0,7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,0.39,0.39,9.9,0
376,12.0,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,0.49,0.49,9.1,0
377,24.0,5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,0.42,0.42,11.7,1
378,17.0,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,0.38,0.38,12.3,1
379,28.0,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,1.18,1.18,10.2,0
380,30.0,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,0.57,0.57,11.4,0
381,10.0,6.5,0.29,0.52,1.7,0.034,41.0,193.0,0.99223,0.59,0.59,10.4,1
382,15.0,6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,0.62,0.62,12.2,1
383,17.0,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,0.42,0.42,12.2,1
384,22.0,7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,0.76,0.76,10.5,0
385,21.0,6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,0.8,0.8,11.6,1
386,18.0,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,0.47,0.47,12.1,1
387,18.0,6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,0.29,0.29,9.7,0
388,13.0,6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,0.44,0.44,9.2,0
389,17.0,6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,0.37,0.37,10.6,0
390,27.0,6.4,0.18,0.31,1.6,0.049,36.0,127.0,0.9934,0.67,0.67,10.4,1
391,19.0,15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,0.74,0.74,11.1,0
392,14.0,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,0.61,0.61,9.4,0
393,15.0,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,0.48,0.48,9.0,1
394,30.0,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,0.67,0.67,10.6,1
395,20.0,4.7,0.785,0.0,3.4,0.036,23.0,134.0,0.98981,0.92,0.92,13.8,1
396,22.0,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,0.42,0.42,9.0,1
397,29.0,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,0.75,0.75,10.9,1
398,12.0,6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,0.54,0.54,11.0,1
399,14.0,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,0.38,0.38,9.4,0
400,29.0,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,0.53,0.53,9.5,1
401,16.0,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,0.45,0.45,9.4,1
402,30.0,5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.9896,0.39,0.39,12.8,1
403,15.0,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,0.86,0.86,12.4,1
404,21.0,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,0.49,0.49,10.1,1
405,14.0,7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,0.6,0.6,10.2,1
406,30.0,7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,0.46,0.46,9.1,0
407,25.0,7.2,0.21,0.41,1.3,0.036,33.0,85.0,0.992,0.51,0.51,10.4,0
408,25.0,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,0.48,0.48,8.8,0
409,30.0,6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,0.44,0.44,12.8933333333333,1
410,30.0,7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.99133,0.52,0.52,11.1,0
411,14.0,6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,0.47,0.47,11.1,1
412,14.0,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,0.41,0.41,8.7,1
413,18.0,6.1,0.28,0.25,6.9,0.056,44.0,201.0,0.9955,0.4,0.4,9.1,1
414,20.0,10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,0.62,0.62,9.5,0
415,18.0,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,0.52,0.52,9.2,0
416,25.0,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,0.35,0.35,9.0,0
417,24.0,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,0.37,0.37,12.5,1
418,15.0,10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,0.63,0.63,9.5,1
419,21.0,7.5,0.305,0.4,18.9,0.059,44.0,170.0,1.0,0.46,0.46,9.0,0
420,12.0,3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,0.44,0.44,12.4,1
421,30.0,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,0.45,0.45,9.4,1
422,14.0,5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,0.37,0.37,10.9,1
423,10.0,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,0.5,0.5,9.5,0
424,23.0,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,0.41,0.41,9.5,1
425,10.0,6.2,0.28,0.41,5.0,0.043,50.0,188.0,0.99318,0.64,0.64,10.8,1
426,21.0,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,0.41,0.41,12.3,1
427,13.0,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,0.44,0.44,11.0,1
428,12.0,7.7,0.32,0.61,11.8,0.041,66.0,188.0,0.99794,0.54,0.54,9.3,0
429,28.0,6.4,0.37,0.19,3.5,0.068,18.0,101.0,0.9934,0.38,0.38,9.0,1
430,11.0,6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,0.56,0.56,9.5,1
431,29.0,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,0.48,0.48,8.8,0
432,12.0,6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.99119,0.3,0.3,12.2,1
433,10.0,8.5,0.32,0.36,14.9,0.041,47.0,190.0,0.9982,0.31,0.31,10.0,1
434,17.0,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,0.58,0.58,8.7,1
435,12.0,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,0.68,0.68,12.7,1
436,11.0,7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.99296,0.55,0.55,10.8,0
437,17.0,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,0.85,0.85,11.0,1
438,27.0,11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,0.85,0.85,10.4,1
439,23.0,8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,0.39,0.39,11.2,1
440,25.0,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,0.42,0.42,8.7,0
441,11.0,6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,0.53,0.53,10.1,1
442,22.0,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,0.35,0.35,9.4,0
443,28.0,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,0.36,0.36,8.9,1
444,27.0,7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,0.59,0.59,9.5,1
445,27.0,5.8,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,0.48,0.48,9.8,0
446,28.0,6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,0.5,0.5,9.8,0
447,12.0,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,0.46,0.46,9.4,0
448,10.0,7.1,0.55,0.13,1.7,0.073,21.0,165.0,0.994,0.58,0.58,9.2,1
449,18.0,9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.0,2.0,9.4,0
450,21.0,6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,0.47,0.47,9.4,1
451,22.0,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,0.57,0.57,9.4,0
452,12.0,7.0,0.18,0.26,1.4,0.044,46.0,89.0,0.99256,0.48,0.48,10.7,1
453,15.0,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,0.68,0.68,10.3,0
454,20.0,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,0.96,0.96,9.9,1
455,20.0,6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,0.65,0.65,12.5,1
456,16.0,6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,0.39,0.39,12.8,1
457,13.0,7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,0.41,0.41,11.4,1
458,21.0,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,0.51,0.51,10.3,1
459,27.0,6.4,0.17,0.34,1.5,0.093,43.0,136.0,0.9938,0.49,0.49,9.6,1
460,17.0,7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,0.67,0.67,9.8,0
461,13.0,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,0.72,0.72,11.1,1
462,11.0,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,0.5,0.5,9.2,1
463,11.0,6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,0.63,0.63,11.3,1
464,17.0,6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,0.42,0.42,9.5,0
465,22.0,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,0.47,0.47,9.5,0
466,10.0,6.6,0.33,0.4,2.65,0.041,35.0,86.0,0.98916,0.39,0.39,13.3,1
467,27.0,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,0.52,0.52,9.4,0
468,14.0,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,0.45,0.45,12.4,1
469,12.0,6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,0.48,0.48,9.3,1
470,10.0,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,0.46,0.46,10.1,0
471,16.0,7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,0.37,0.37,10.5,1
472,14.0,6.2,0.15,0.27,1.4,0.041,51.0,117.0,0.9909,0.38,0.38,11.2,1
473,22.0,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,0.38,0.38,9.2,0
474,30.0,7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,0.45,0.45,12.0,1
475,19.0,7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,0.52,0.52,11.3,1
476,27.0,6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,0.6,0.6,9.2,0
477,11.0,6.5,0.21,0.37,2.5,0.048,70.0,138.0,0.9917,0.75,0.75,11.4,1
478,25.0,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,0.4,0.4,9.5,0
479,12.0,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,0.38,0.38,9.8,1
480,26.0,6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,0.64,0.64,9.7,0
481,10.0,6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,0.42,0.42,12.2,1
482,17.0,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,0.53,0.53,9.5,0
483,30.0,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,1.06,1.06,9.4,0
484,27.0,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,0.41,0.41,10.0,1
485,24.0,6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,0.43,0.43,9.2,1
486,13.0,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,0.56,0.56,10.5,1
487,14.0,6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,0.43,0.43,10.2,0
488,13.0,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,0.52,0.52,9.4,0
489,25.0,7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,0.59,0.59,12.5,1
490,24.0,6.6,0.19,0.28,1.1,0.044,38.0,100.0,0.9904,0.69,0.69,11.2,1
491,10.0,6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,0.6,0.6,10.0,0
492,27.0,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,0.37,0.37,8.8,0
493,22.0,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,0.48,0.48,10.8,1
494,17.0,11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,0.97,0.97,10.1,1
495,22.0,6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,0.42,0.42,10.5,0
496,20.0,6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,0.47,0.47,12.4,1
497,15.0,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,0.44,0.44,9.0,0
498,11.0,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,0.47,0.47,9.8,0
499,25.0,7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,0.67,0.67,10.2,0
500,17.0,7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,0.56,0.56,9.4,0
501,13.0,12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,0.66,0.66,9.9,1
502,27.0,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,0.49,0.49,9.5,0
503,21.0,6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,0.52,0.52,9.0,1
504,18.0,7.2,0.33,0.22,4.5,0.031,10.0,73.0,0.99076,0.52,0.52,12.2,1
505,19.0,7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,0.63,0.63,12.5,1
506,14.0,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,0.65,0.65,10.9,1
507,26.0,6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,0.5,0.5,9.5,0
508,13.0,7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,0.54,0.54,12.7,1
509,11.0,7.8,0.43,0.7,1.9,0.464,22.0,67.0,0.9974,1.28,1.28,9.4,0
510,20.0,9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,0.92,0.92,10.0,1
511,23.0,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,0.35,0.35,12.4,0
512,27.0,6.5,0.5,0.22,4.1,0.036,35.0,131.0,0.9902,0.55,0.55,13.0,1
513,17.0,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,0.82,0.82,8.9,1
514,28.0,8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.993,0.42,0.42,10.9,0
515,18.0,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,0.81,0.81,9.2,0
516,19.0,6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,0.47,0.47,10.4,1
517,20.0,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,0.48,0.48,9.4,0
518,26.0,8.3,0.49,0.23,6.65,0.034,6.0,158.0,0.99344,0.48,0.48,11.2,0
519,16.0,5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,0.94,0.94,12.9,1
520,14.0,7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,0.49,0.49,11.4,0
